Type;SIRET;Numero PV;Raison sociale;Adresse;CP;UL;Ville;Département;Région;IDCC;FD;Lib IDCC;Date;Coll;Inscrits;Votants;sve_total;CGT;CFDT;CGT-FO;CFTC;CFE-CGC;SOLIDAIRES;UNSA;AUTRES
CSE;33879257500114;5016644;GRIM AUTO;448  CHE DU PONT DE GUERRE;34970;MONTPELLIER;LATTES;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;13/11/2023;2;38;22;19;0;0;0;0;19;0;0;0
CSE;33879257500114;5016645;GRIM AUTO;448  CHE DU PONT DE GUERRE;34970;MONTPELLIER;LATTES;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;13/11/2023;1;82;54;50;50;0;0;0;0;0;0;0
CSE;50480356000052;5016650;GRIM PASSION;564  CHE DU PONT DE GUERRE;34970;MONTPELLIER;LATTES;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;09/11/2023;2;35;34;32;0;0;23;0;9;0;0;0
CSE;90760253600019;5043529;NOUVEAUX GARAGES MONTPELLIERAINS;700 RUE DE L INDUSTRIE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;04/12/2023;1;121;103;99;83;0;0;16;0;0;0;0
CSE;90760253600019;5043530;NOUVEAUX GARAGES MONTPELLIERAINS;700 RUE DE L INDUSTRIE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;04/12/2023;2;68;63;48;0;0;0;0;48;0;0;0
CSE;33423838300049;5086298;DBF MONTPELLIER;3160 AV DE MAURIN;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;14/11/2023;2;82;33;18;0;0;0;0;18;0;0;0
CSE;44805611900044;5110173;MONTIMARAN MONTPELLIER;RUE ALPHONSE BEAU DE ROCHAS;34170;MONTPELLIER;CASTELNAU-LE-LEZ;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;25/01/2024;2;14;8;6;0;0;0;0;6;0;0;0
CSE;83375217300017;5151329;GRANDS GARAGES DE L'HERAULT;905  RUE DE L INDUSTRIE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;28/02/2024;1;50;37;31;31;0;0;0;0;0;0;0
CSE;83375217300017;5151330;GRANDS GARAGES DE L'HERAULT;905  RUE DE L INDUSTRIE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;28/02/2024;2;30;28;22;0;0;0;0;22;0;0;0
CSE;83380307500013;5151378;TRESSOL CHABRIER MONTPELLIER;905  RUE DE L INDUSTRIE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;28/02/2024;1;29;22;17;0;0;17;0;0;0;0;0
CSE;83380307500013;5151379;TRESSOL CHABRIER MONTPELLIER;905  RUE DE L INDUSTRIE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;AUTOMOBILE SERVICES;28/02/2024;2;19;15;14;0;0;0;0;14;0;0;0
CSE;33804634500033;4683266;SCM DES RADIOLOGUES DU BITERROIS;20 RUE DE LA MARGERIDE;34760;BEZIERS;BOUJAN-SUR-LIBRON;34;Occitanie;1147;FD CGT SANTE, AS;CABINETS MEDICAUX;15/09/2022;2;35;19;16;0;0;0;0;0;0;16;0
CSE;33804634500033;4683267;SCM DES RADIOLOGUES DU BITERROIS;20 RUE DE LA MARGERIDE;34760;BEZIERS;BOUJAN-SUR-LIBRON;34;Occitanie;1147;FD CGT SANTE, AS;CABINETS MEDICAUX;15/09/2022;1;54;47;39;0;0;0;0;0;0;39;0
CSE;32148663100088;4776534;LA SELAS INOPATH;90 RUE NICOLAS CHEDEVILLE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1147;FD CGT SANTE, AS;CABINETS MEDICAUX;28/11/2022;1;53;44;43;0;0;0;0;0;0;43;0
CSE;32148663100088;4776535;LA SELAS INOPATH;90 RUE NICOLAS CHEDEVILLE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1147;FD CGT SANTE, AS;CABINETS MEDICAUX;28/11/2022;2;53;42;41;0;0;0;0;0;0;41;0
CSE;30951692000084;4842944;SCM IMAGERIE CANCEROLOGIE MEDICALES;9  RUE DE LA REPUBLIQUE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1147;FD CGT SANTE, AS;CABINETS MEDICAUX;09/05/2023;2;62;22;21;0;0;21;0;0;0;0;0
CSE;30951692000084;4842945;SCM IMAGERIE CANCEROLOGIE MEDICALES;9  RUE DE LA REPUBLIQUE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1147;FD CGT SANTE, AS;CABINETS MEDICAUX;09/05/2023;1;99;38;33;0;0;33;0;0;0;0;0
CSE;43869879700034;5133935;SELAS ONCODOC;730 BD JULES CADENAT;34500;BEZIERS;BEZIERS;34;Occitanie;1147;FD CGT SANTE, AS;CABINETS MEDICAUX;15/01/2024;2;33;28;10;10;0;0;0;0;0;0;0
CSE;37831761400063;4728594;SODEAL;21 COURS DES GENTILSHOMMES;34300;AGDE PEZENAS;LE CAP D AGDE;34;Occitanie;1182;FD CGT PORTS ET DOCKS;PORTS DE PLAISANCE;09/11/2022;2;23;16;14;0;14;0;0;0;0;0;0
CSE;37831761400063;4728595;SODEAL;21 COURS DES GENTILSHOMMES;34300;AGDE PEZENAS;LE CAP D AGDE;34;Occitanie;1182;FD CGT PORTS ET DOCKS;PORTS DE PLAISANCE;09/11/2022;1;46;30;24;0;24;0;0;0;0;0;0
CSE;31854827800031;4676344;ASSOCIATION FAMILIALE DU CRES;1 RUE DES JONCASSES;34920;MONTPELLIER;LE CRES;34;Occitanie;1261;FD CGT SPECTACLE;SOCIAUX SOCIO-CULTURELS CENTRES;01/07/2022;5;27;27;24;0;24;0;0;0;0;0;0
CSE;37921469500023;5263627;AFG;12 RUE DE L EVANGILE;34770;SETE;GIGEAN;34;Occitanie;1261;FD CGT SPECTACLE;SOCIAUX SOCIO-CULTURELS CENTRES;15/04/2024;5;23;19;17;0;0;17;0;0;0;0;0
CSE;50234310600022;4740461;GROUPE CLINIPOLE RESTAURATION;50 RUE EMILE COMBES;34170;MONTPELLIER;CASTELNAU LE LEZ;34;Occitanie;1266;FD CGT COMMERCE;RESTAURATION DE COLLECTIVITES;07/11/2022;2;18;10;9;0;0;0;0;9;0;0;0
CSE;84194412700015;4801517;CHARPAL SERVICES;1 MAIL PHILIPPE LAMOUR;34760;BEZIERS;BOUJAN SUR LIBRON;34;Occitanie;1266;FD CGT COMMERCE;RESTAURATION DE COLLECTIVITES;28/03/2023;5;29;19;18;0;18;0;0;0;0;0;0
CSE;49093522800034;5133924;LANGUEDOC RESTAURATION;109 RUE RAYMOND RECOULY;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1266;FD CGT COMMERCE;RESTAURATION DE COLLECTIVITES;22/01/2024;2;75;16;14;14;0;0;0;0;0;0;0
CSE;49093522800034;5133925;LANGUEDOC RESTAURATION;109 RUE RAYMOND RECOULY;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1266;FD CGT COMMERCE;RESTAURATION DE COLLECTIVITES;22/01/2024;1;140;28;23;23;0;0;0;0;0;0;0
CSE;38286942800104;5147871;SUD EST TRAITEUR;ZAE DU BOSC;34130;LUNEL;MUDAISON;34;Occitanie;1266;FD CGT COMMERCE;RESTAURATION DE COLLECTIVITES;09/01/2024;2;17;11;9;0;8;0;0;1;0;0;0
CSE;33492407300029;4855111;THEATRE DES 13 VENTS;DOMAINE DE GRAMMONT;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1285;FD CGT SPECTACLE;ARTISTIQUES CULTURELLES ENTREPRISES;30/05/2023;5;54;31;27;27;0;0;0;0;0;0;0
CSE;33447571200033;5249596;CENTRE CHOREGRAPHIQUE NATIONAL MONTPELLIER OCCITANIE;BD LOUIS BLANC;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1285;FD CGT SPECTACLE;ARTISTIQUES CULTURELLES ENTREPRISES;09/09/2024;5;15;14;14;0;0;0;0;0;14;0;0
CSE;35241579800029;5277771;OPERA ORCHESTRE NATIONAL DE MONTPELLIER;ESP CHARLES DE GAULLE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1285;FD CGT SPECTACLE;ARTISTIQUES CULTURELLES ENTREPRISES;29/10/2024;2;76;41;38;16;22;0;0;0;0;0;0
CSE;35241579800029;5277772;OPERA ORCHESTRE NATIONAL DE MONTPELLIER;ESP CHARLES DE GAULLE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1285;FD CGT SPECTACLE;ARTISTIQUES CULTURELLES ENTREPRISES;29/10/2024;3;37;29;29;0;29;0;0;0;0;0;0
CSE;35241579800029;5277773;OPERA ORCHESTRE NATIONAL DE MONTPELLIER;ESP CHARLES DE GAULLE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1285;FD CGT SPECTACLE;ARTISTIQUES CULTURELLES ENTREPRISES;29/10/2024;1;125;106;104;58;0;46;0;0;0;0;0
CSE;49137192800012;5096460;LA CURE GOURMANDE MAGASINS;ZA MAS DE KLE;34110;MONTPELLIER;FRONTIGNAN;34;Occitanie;1286;FD CGT AGRO ALIMENTAIRE, FORET;CONFISERIE CHOCOLATERIE BISCUITERIE DETAILLANTS;30/11/2023;1;47;11;9;9;0;0;0;0;0;0;0
CSE;38327465100082;4724909;SEMABATH;RUE JULIETTE ET EDOUARD MASSAL;34140;SETE;MEZE;34;Occitanie;1316;FD CGT COMMERCE;TOURISME SOCIAL ET FAMILIAL ORGANISMES;07/11/2022;5;17;14;11;0;11;0;0;0;0;0;0
CSE;77608667000010;5007322;CENTRE FAMILIAL DU LAZARET;223  RUE DU PASTEUR BENOIT;34200;SETE;SETE;34;Occitanie;1316;FD CGT COMMERCE;TOURISME SOCIAL ET FAMILIAL ORGANISMES;20/11/2023;5;47;36;21;0;0;21;0;0;0;0;0
CSE;30928612800124;4873108;GIP CONNECT SAS;ZAC FONT DE LA BANQUIERE;34871;MONTPELLIER;LATTES;34;Occitanie;1351;FD CGT COMMERCE;PREVENTION SECURITE ENTREPRISES;14/06/2023;5;18;15;7;0;7;0;0;0;0;0;0
CSE;83137724700018;4931753;PSI SUD EST;209 RUE PINA BAUSCH;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;1351;FD CGT COMMERCE;PREVENTION SECURITE ENTREPRISES;25/09/2023;2;24;20;20;1;0;17;0;0;0;2;0
CSE;83137724700018;4931754;PSI SUD EST;209 RUE PINA BAUSCH;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;1351;FD CGT COMMERCE;PREVENTION SECURITE ENTREPRISES;25/09/2023;1;188;173;173;15;4;145;0;0;0;9;0
CSE;80776490700018;5073995;N SECURITE;3 AVENUE DES COMPAGNONS;34171;AGDE PEZENAS;CASTELNAU LE LEZ;34;Occitanie;1351;FD CGT COMMERCE;PREVENTION SECURITE ENTREPRISES;15/12/2023;2;62;40;39;9;30;0;0;0;0;0;0
CSE;80776490700018;5073996;N SECURITE;3 AVENUE DES COMPAGNONS;34171;AGDE PEZENAS;CASTELNAU LE LEZ;34;Occitanie;1351;FD CGT COMMERCE;PREVENTION SECURITE ENTREPRISES;15/12/2023;1;252;137;125;13;112;0;0;0;0;0;0
CSE;97814323800019;5140819;GSRI-3M;589 RUE FAVRE DE SAINT CASTOR;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;1351;FD CGT COMMERCE;PREVENTION SECURITE ENTREPRISES;15/12/2023;5;19;19;13;0;13;0;0;0;0;0;0
CSE;43764799300025;5170601;AIR ASSISTANCES SECURITE;AEROPORT MTPELLIER MEDITERRANEE;34130;LUNEL;MAUGUIO;34;Occitanie;1351;FD CGT COMMERCE;PREVENTION SECURITE ENTREPRISES;13/03/2024;1;50;29;25;0;25;0;0;0;0;0;0
CSE;97814323800027;5316201;GSRI;589 RUE FAVRE DE SAINT CASTOR;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;1351;FD CGT COMMERCE;PREVENTION SECURITE ENTREPRISES;09/10/2024;5;21;19;18;0;18;0;0;0;0;0;0
CSE;30580099701000;5158737;DYNEFF;1300 AVENUE ALBERT EINSTEIN;34060;MONTPELLIER;MONTPELLIER;34;Occitanie;1408;FD CGT PORTS ET DOCKS;COMBUSTIBLES SOLIDES LIQUIDES GAZEUX NEGOCE;15/03/2024;2;38;34;28;0;0;28;0;0;0;0;0
CSE;30580099701000;5158738;DYNEFF;1300 AVENUE ALBERT EINSTEIN;34060;MONTPELLIER;MONTPELLIER;34;Occitanie;1408;FD CGT PORTS ET DOCKS;COMBUSTIBLES SOLIDES LIQUIDES GAZEUX NEGOCE;15/03/2024;3;87;81;74;0;0;74;0;0;0;0;0
CSE;30580099701000;5158739;DYNEFF;1300 AVENUE ALBERT EINSTEIN;34060;MONTPELLIER;MONTPELLIER;34;Occitanie;1408;FD CGT PORTS ET DOCKS;COMBUSTIBLES SOLIDES LIQUIDES GAZEUX NEGOCE;15/03/2024;1;182;160;144;0;18;126;0;0;0;0;0
CSE;81280085200012;4569051;KEOLIS BASSIN DE THAU;15 RUE DE COPENHAGUE;34200;SETE;SETE;34;Occitanie;1424;FD CGT TRANSPORT;TRANSPORTS PUBLICS URBAINS DE VOYAGEURS;22/10/2021;1;92;83;82;0;28;54;0;0;0;0;0
CSE;81280085200012;4569061;KEOLIS BASSIN DE THAU;15 RUE DE COPENHAGUE;34200;SETE;SETE;34;Occitanie;1424;FD CGT TRANSPORT;TRANSPORTS PUBLICS URBAINS DE VOYAGEURS;22/10/2021;2;12;12;12;0;3;9;0;0;0;0;0
CSE;31487181500093;4655205;TAM;125 RUE LEON TROTSKI;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1424;FD CGT TRANSPORT;TRANSPORTS PUBLICS URBAINS DE VOYAGEURS;13/05/2022;3;54;48;38;0;0;0;0;38;0;0;0
CSE;31487181500093;4655207;TAM;125 RUE LEON TROTSKI;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1424;FD CGT TRANSPORT;TRANSPORTS PUBLICS URBAINS DE VOYAGEURS;13/05/2022;1;855;777;769;67;44;643;0;0;15;0;0
CSE;31487181500093;4655213;TAM;125 RUE LEON TROTSKI;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1424;FD CGT TRANSPORT;TRANSPORTS PUBLICS URBAINS DE VOYAGEURS;13/05/2022;2;252;225;215;87;4;61;0;63;0;0;0
CSE;51911712100011;4831082;KEOLIS AGDE;1 BIS QUAI COMMANDANT REVEILLE;34300;AGDE PEZENAS;AGDE;34;Occitanie;1424;FD CGT TRANSPORT;TRANSPORTS PUBLICS URBAINS DE VOYAGEURS;20/01/2023;5;21;17;17;0;17;0;0;0;0;0;0
CSE;81429670300022;4987349;VECTALIA BEZIERS MEDITERRANEE;3 RUE BLONDEL;34500;BEZIERS;BEZIERS;34;Occitanie;1424;FD CGT TRANSPORT;TRANSPORTS PUBLICS URBAINS DE VOYAGEURS;16/11/2023;2;26;25;24;3;4;0;0;0;0;17;0
CSE;81429670300022;4987351;VECTALIA BEZIERS MEDITERRANEE;3 RUE BLONDEL;34500;BEZIERS;BEZIERS;34;Occitanie;1424;FD CGT TRANSPORT;TRANSPORTS PUBLICS URBAINS DE VOYAGEURS;16/11/2023;1;157;153;147;86;0;0;0;0;0;61;0
CSE;34234789500027;4753294;SAGA;13 PLACE DE LA COMEDIE;34960;MONTPELLIER;MONTPELLIER CEDEX 2;34;Occitanie;1480;SYNDICAT NATIONAL DES JOURNALISTES CGT;JOURNALISTES;03/11/2022;4;33;21;12;0;0;0;0;0;12;0;0
CSE;45680115800191;4934560;SOCIETE DU JOURNAL MIDI LIBRE;RUE DU MAS DE GRILLE;34430;MONTPELLIER;SAINT-JEAN-DE-VEDAS;34;Occitanie;1480;SYNDICAT NATIONAL DES JOURNALISTES CGT;JOURNALISTES;21/09/2023;2;167;97;95;0;0;0;0;0;95;0;0
CSE;53901978600026;4516205;PLUG-IN-DIGITAL;15  RUE DES CONSTELLATIONS;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;08/03/2021;1;18;5;4;0;4;0;0;0;0;0;0
CSE;42137794600031;4519098;VALECO;188  RUE MAURICE BEJART;34184;MONTPELLIER;MONTPELLIER CEDEX4;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;26/03/2021;2;42;31;30;0;0;0;0;30;0;0;0
CSE;42137794600031;4519099;VALECO;188  RUE MAURICE BEJART;34184;MONTPELLIER;MONTPELLIER CEDEX4;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;26/03/2021;1;175;126;123;0;0;0;0;123;0;0;0
CSE;48095324900012;4654341;INFO U;ROUTE DE JACOU LE PARC HERMES;34747;MONTPELLIER;VENDARGUES;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;17/05/2022;2;37;23;23;0;0;0;23;0;0;0;0
CSE;88367806200034;4656823;FIREPLACE GAMES;9 RUE DU GRAND SAINT JEAN;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;14/06/2022;5;11;9;9;0;0;0;0;0;9;0;0
CSE;50264082400038;4678821;VALORHIZ SAS;1900 BOULEVARD DE LA LIRONDE;34980;GANGES;MONTFERRIER SUR LEZ;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;06/07/2022;5;19;17;15;0;0;15;0;0;0;0;0
CSE;51020414200069;4729544;AIKAN;1366 AVENUE DES PLATANES;34970;MONTPELLIER;LATTES;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;27/10/2022;2;67;44;25;0;25;0;0;0;0;0;0
CSE;51020414200069;4729545;AIKAN;1366 AVENUE DES PLATANES;34970;MONTPELLIER;LATTES;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;27/10/2022;1;22;10;5;0;5;0;0;0;0;0;0
CSE;50405839700085;4797847;CGTR;1350 AVENUE ALBERT EINSTEIN - BATIMENT;34967;MONTPELLIER;MONTPELLIER CEDEX 2;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;01/03/2023;4;22;15;13;0;0;0;0;0;0;13;0
CSE;50405839700085;4797848;CGTR;1350 AVENUE ALBERT EINSTEIN - BATIMENT;34967;MONTPELLIER;MONTPELLIER CEDEX 2;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;01/03/2023;4;14;14;12;0;0;0;0;0;0;12;0
CSE;84461693800016;4820582;SPL OCCITANIE EVENTS;ROUTE DE LA FOIRE;34470;MONTPELLIER;PEROLS;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;11/04/2023;2;43;39;39;39;0;0;0;0;0;0;0
CSE;84461693800016;4820583;SPL OCCITANIE EVENTS;ROUTE DE LA FOIRE;34470;MONTPELLIER;PEROLS;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;11/04/2023;1;20;14;14;14;0;0;0;0;0;0;0
CSE;50857643600036;4827932;ACH@T SOLUTIONS;560 RUE LOUIS PASTEUR;34790;MONTPELLIER;GRABELS;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;07/04/2023;3;74;29;20;0;0;0;0;20;0;0;0
CSE;52487601800010;4842662;UNION REGIONALE DES SOCIETES COOPERATIVES OCCITANIE POLE MEDITERRANEE;HOTEL DE LA COOPERATION;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;05/06/2023;5;11;11;11;11;0;0;0;0;0;0;0
CSE;25340321600026;4847888;COGITIS;153 AV DU PROFESSEUR JEAN LOUIS VIALA;34193;MONTPELLIER;MONTPELLIER CEDEX 5;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;01/06/2023;1;61;45;44;0;44;0;0;0;0;0;0
CSE;35355586500073;4862706;UBISOFT MONTPELLIER;85 RUE DIDIER DAURAT;34170;MONTPELLIER;CASTELNAU-LE-LEZ;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;08/06/2023;3;287;169;145;0;0;0;0;0;0;0;145
CSE;35355586500073;4862707;UBISOFT MONTPELLIER;85 RUE DIDIER DAURAT;34170;MONTPELLIER;CASTELNAU-LE-LEZ;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;08/06/2023;2;199;107;92;0;0;0;0;0;0;0;92
CSE;83424504500028;4880825;UES ADOCC;38 40 AVENUE GEORGES FRECHE;34470;MONTPELLIER;PEROLS;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;30/05/2023;5;168;120;112;60;0;0;0;52;0;0;0
CSE;52922303400024;4979598;WEDA SAS;8 RUE ALEXIS ALQUIE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;07/11/2023;2;45;36;24;0;0;0;0;24;0;0;0
CSE;52922303400024;4979599;WEDA SAS;8 RUE ALEXIS ALQUIE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;07/11/2023;3;19;16;12;0;0;0;0;12;0;0;0
CSE;83123974400053;5080094;NEW OXATIS;144 RUE ODIN;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;13/12/2023;5;26;23;23;0;23;0;0;0;0;0;0
CSE;82401217300046;5081466;SWILE SAS;561 RUE GEORGES MELIES IMMEUBLE L'ALTI;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;27/11/2023;3;288;169;159;0;0;0;0;159;0;0;0
CSE;82401217300046;5081467;SWILE SAS;561 RUE GEORGES MELIES IMMEUBLE L'ALTI;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;27/11/2023;1;48;29;29;0;0;0;0;29;0;0;0
CSE;47882675300186;5092333;ENGIE GREEN FRANCE;LE TRIADE II;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;27/11/2023;2;153;86;83;0;83;0;0;0;0;0;0
CSE;47882675300186;5092334;ENGIE GREEN FRANCE;LE TRIADE II;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;27/11/2023;3;449;275;267;0;267;0;0;0;0;0;0
CSE;53826912700014;5094565;UES SERM SA3M GIE;ETOILE RICHTER 45 PL ERNEST GRANIER;34960;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;16/01/2024;2;107;98;98;38;60;0;0;0;0;0;0
CSE;53826912700014;5094566;UES SERM SA3M GIE;ETOILE RICHTER 45 PL ERNEST GRANIER;34960;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;16/01/2024;1;42;36;36;12;24;0;0;0;0;0;0
CSE;38259188100018;5152767;MONTPELLIER EVENTS;ESP CHARLES DE GAULLE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;01/03/2024;1;23;22;22;16;6;0;0;0;0;0;0
CSE;38259188100018;5152768;MONTPELLIER EVENTS;ESP CHARLES DE GAULLE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;01/03/2024;2;32;32;31;21;10;0;0;0;0;0;0
CSE;32433383000028;5186818;SA IDEAL SOFT INFORMATIQUE SUD;10  AV DE ROUARGUES;34980;GANGES;ST CLEMENT DE RIVIERE;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;08/04/2024;5;26;23;22;0;0;0;0;0;0;22;0
CSE;83134164900042;5263701;EASYPICKY;72 BOULEVARD PENELOPE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;BUREAUX D'ETUDES TECHNIQUES;30/09/2024;5;27;24;23;0;23;0;0;0;0;0;0
CSE;48243961900016;4996611;SOC LANGUEDOCIENNE PRODUITS VERRIERS;RTE DE BEZIERS;34310;BEZIERS;MONTADY;34;Occitanie;1499;FD CGT VERRRE ET CERAMIQUE;VERRE MIROITERIE TRANSFORMATION NEGOCE;14/11/2023;2;24;14;12;12;0;0;0;0;0;0;0
CSE;45880039800091;4836507;FDI;@ 7 CENTER IMMEUBLE H@MONIE;34078;MONTPELLIER;MONTPELLIER;34;Occitanie;1512;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;PROMOTION CONSTRUCTION;26/04/2023;2;79;71;71;0;0;71;0;0;0;0;0
CSE;45880039800091;4836508;FDI;@ 7 CENTER IMMEUBLE H@MONIE;34078;MONTPELLIER;MONTPELLIER;34;Occitanie;1512;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;PROMOTION CONSTRUCTION;26/04/2023;1;57;39;39;0;0;39;0;0;0;0;0
CSE;45880039800091;4836509;FDI;@ 7 CENTER IMMEUBLE H@MONIE;34078;MONTPELLIER;MONTPELLIER;34;Occitanie;1512;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;PROMOTION CONSTRUCTION;26/04/2023;3;81;73;73;0;0;73;0;0;0;0;0
CSE;90533192200013;4825738;ADELPHITE PAR CVH;43 AV DU PONT JUVENAL;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1516;FD CGT FERC;FORMATION ORGANISMES;23/03/2023;1;9;3;2;2;0;0;0;0;0;0;0
CSE;90533192200013;4825739;ADELPHITE PAR CVH;43 AV DU PONT JUVENAL;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1516;FD CGT FERC;FORMATION ORGANISMES;23/03/2023;2;15;5;5;5;0;0;0;0;0;0;0
CSE;31550339100429;4895854;IRFA SUD;167 RUE MEHDI BEN BARKA;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1516;FD CGT FERC;FORMATION ORGANISMES;14/06/2023;5;149;79;72;72;0;0;0;0;0;0;0
