Type;SIRET;Numero PV;Raison sociale;Adresse;CP;UL;Ville;Département;Région;IDCC;FD;Lib IDCC;Date;Coll;Inscrits;Votants;sve_total;CGT;CFDT;CGT-FO;CFTC;CFE-CGC;SOLIDAIRES;UNSA;AUTRES
Carence;43375440500044;139724;MELICONI FRANCE;8 RUE MARYSE BASTIE;34430;MONTPELLIER;ST JEAN DE VEDAS;34;Occitanie;573;FD CGT COMMERCE;;12/09/2022;;28;;;;;;;;;;
Carence;73292010300023;354146;MENUISERIE LACLAU;RUE CHARLES RICHET;34500;BEZIERS;BEZIERS;34;Occitanie;1957;;;16/05/2023;;23;;;;;;;;;;
Carence;73292010300023;360498;MENUISERIE LACLAU;RUE CHARLES RICHET;34500;BEZIERS;BEZIERS;34;Occitanie;1957;;;16/05/2023;;23;;;;;;;;;;
Carence;49154445800038;533160;MERCERIE RASCOL;CHE DE LA CONDAMINE;34110;MONTPELLIER;VIC-LA-GARDIOLE;34;Occitanie;500;FD CGT COMMERCE;;05/12/2023;;36;;;;;;;;;;
Carence;81822458600011;500351;METROPOLE AUTOMOBILE;RUE DU PUECH;34980;GANGES;SAINT GELY DU FESC;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;;30/11/2023;;36;;;;;;;;;;
Carence;42342020700023;671932;MF DIFFUSION;8  RPT DES ENTREPRISES;34500;BEZIERS;BEZIERS;34;Occitanie;1557;FD CGT COMMERCE;;30/05/2024;;40;;;;;;;;;;
Carence;34129322300010;150503;MICRIS SAS;BALARUC LOISIRS;34540;SETE;BALARUC-LE-VIEUX;34;Occitanie;1557;FD CGT COMMERCE;;15/09/2022;;33;;;;;;;;;;
Carence;38161401500026;558422;MIDEL;14  RUE DE L AUDACIEUSE 1;34480;BÉDARIEUX;MAGALAS;34;Occitanie;2216;FD CGT COMMERCE;;08/01/2024;;44;;;;;;;;;;
Carence;84414594600019;110889;MILLE PAINS ET CIE;399 AVENUE DE LATTRE DE TASSIGNY;34400;LUNEL;LUNEL;34;Occitanie;1747;FD CGT AGRO ALIMENTAIRE, FORET;;01/06/2022;;13;;;;;;;;;;
Carence;44151892500058;67177;MISSION LOCALE GARRIGUE ET CEVENNES;120 ALLEE EUGENE SAUMADE;34270;GANGES;ST MATHIEU DE TREVIERS;34;Occitanie;2190;FD CGT ORGANISMES SOCIAUX;;27/01/2022;;27;;;;;;;;;;
Carence;82831114200016;623822;MMC GIGNAC;302  PL DE L ETOILE;34150;CLERMONT-L-HERAULT;GIGNAC;34;Occitanie;843;FD CGT AGRO ALIMENTAIRE, FORET;;04/03/2024;;28;;;;;;;;;;
Carence;88029050700024;48895;MMH BEZIERS;370 RUE DU TRIDENT;34740;MONTPELLIER;VENDARGUES;34;Occitanie;3043;FD CGT PORTS ET DOCKS;;11/01/2022;;31;;;;;;;;;;
Carence;87910244000028;31236;MMH CITY;370 RUE DU TRIDENT;34740;MONTPELLIER;VENDARGUES;34;Occitanie;3043;FD CGT PORTS ET DOCKS;;15/06/2021;;53;;;;;;;;;;
Carence;83089730200022;31240;MMH NIMES;370 RUE DU TRIDENT;34740;MONTPELLIER;VENDARGUES;34;Occitanie;3043;FD CGT PORTS ET DOCKS;;15/06/2021;;34;;;;;;;;;;
Carence;80051994400030;31244;MMH SP;370 RUE DU TRIDENT;34740;MONTPELLIER;VENDARGUES;34;Occitanie;3127;FD CGT COMMERCE;;15/06/2021;;60;;;;;;;;;;
Carence;79427615400059;390486;MONDIAL PARE BRISE;AV DE LA MER;34970;MONTPELLIER;LATTES;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;;21/07/2023;;16;;;;;;;;;;
Carence;88878371900014;299550;MONSIEUR BRICOLAGE;95  CHE D AGDE AU MONT SAINT LOUP;34300;AGDE PEZENAS;AGDE;34;Occitanie;1606;FD CGT COMMERCE;;11/04/2023;;35;;;;;;;;;;
Carence;81012257200011;29612;MONTPELLIER CENTRE OPHTAMOLOGIE;1 10 PLACE PAUL BEC;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1147;FD CGT SANTE, AS;;04/06/2021;;21;;;;;;;;;;
Carence;43204347900034;689494;MONTPELLIER COURSES;145 RUE DE LA MARBRERIE;34740;MONTPELLIER;VENDARGUES;34;Occitanie;16;FD CGT TRANSPORT;;27/06/2024;;52;;;;;;;;;;
Carence;90354382500017;666153;MONTPELLIER HERAULT SPORT CLUB VOLLEY-BALL;515  AV DE LA MONNAIE;34170;MONTPELLIER;CASTELNAU LE LEZ;34;Occitanie;2511;FD CGT FERC 1/2 ET FD CGT SPECTACLE 1/2;;21/05/2024;;15;;;;;;;;;;
Carence;82783974700033;103858;MONTPELLIER MEDITERRANEE SERVICES;121 AVENUE JACQUELINE AURIOL;34130;LUNEL;MAUGUIO;34;Occitanie;1979;FD CGT COMMERCE;;30/05/2022;;18;;;;;;;;;;
Carence;82783974700033;107905;MONTPELLIER MEDITERRANEE SERVICES;121 AVENUE JACQUELINE AURIOL;34130;LUNEL;MAUGUIO;34;Occitanie;1979;FD CGT COMMERCE;;30/05/2022;;18;;;;;;;;;;
Carence;82783974700033;159634;MONTPELLIER MEDITERRANEE SERVICES;121 AVENUE JACQUELINE AURIOL;34130;LUNEL;MAUGUIO;34;Occitanie;1979;FD CGT COMMERCE;;30/05/2022;;18;;;;;;;;;;
Carence;41029750100018;358834;MONTPELLIER POIDS LOURDS SAS;4 RUE SAINT EXUPERY;34430;MONTPELLIER;SAINT JEAN DE VEDAS;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;;13/06/2023;;51;;;;;;;;;;
Carence;41029750100018;362443;MONTPELLIER POIDS LOURDS SAS;4 RUE SAINT EXUPERY;34430;MONTPELLIER;SAINT JEAN DE VEDAS;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;;13/06/2023;;51;;;;;;;;;;
Carence;52971511200031;550978;MONTPELLIER TRUCKS SERVICES;7  RUE LOUIS BREGUET;34430;MONTPELLIER;ST JEAN DE VEDAS;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;;28/12/2023;;14;;;;;;;;;;
Carence;52971511200031;577642;MONTPELLIER TRUCKS SERVICES;7  RUE LOUIS BREGUET;34430;MONTPELLIER;ST JEAN DE VEDAS;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;;28/12/2023;;14;;;;;;;;;;
Carence;47990862600027;26656;MOSSETO;1  PL FLORENCE ARTHAUD;34570;CLERMONT-L-HERAULT;PIGNAN;34;Occitanie;1501;FD CGT COMMERCE;;26/05/2021;;38;;;;;;;;;;
Carence;89271740600011;199578;M RECEPTION;530  RUE RAYMOND RECOULY;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1979;FD CGT COMMERCE;;06/12/2022;;12;;;;;;;;;;
Carence;79934343900011;395534;MTR LOCATION;580  AV DE LA CRESSE SAINT MARTIN;34660;SETE;COURNONSEC;34;Occitanie;16;FD CGT TRANSPORT;;22/08/2023;;40;;;;;;;;;;
Carence;79934343900011;398072;MTR LOCATION;580  AV DE LA CRESSE SAINT MARTIN;34660;SETE;COURNONSEC;34;Occitanie;16;FD CGT TRANSPORT;;22/08/2023;;40;;;;;;;;;;
Carence;84492899400079;233359;MULTI-ACCUEILS EN GRAND PIC SAINT-LOUP;425  QUAI LOUIS LE VAU;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;1261;FD CGT SPECTACLE;;15/11/2022;;55;;;;;;;;;;
Carence;81000038000016;746244;MUSTANG SARL;60  AV VILLENEUVE D ANGOULEME;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1979;FD CGT COMMERCE;;28/11/2024;;16;;;;;;;;;;
Carence;91859786500016;745259;MV INTERIM;1134 AVENUE DE L EUROPE;34170;MONTPELLIER;CASTELNAU LE LEZ;34;Occitanie;2378;INTERIM;;14/11/2024;;11;;;;;;;;;;
Carence;82393141500017;48833;N INSERTION;4895 RUE DE LA JEUNE PARQUE;34073;MONTPELLIER;MONTPELLIER CEDEX 03;34;Occitanie;3016;FD CGT ORGANISMES SOCIAUX;;22/12/2021;;78;;;;;;;;;;
Carence;49892075000029;310934;NIRVANA SARL;7 CARRIERA DALS CAMPS;34360;BÉDARIEUX;ASSIGNAN;34;Occitanie;1979;FD CGT COMMERCE;;14/04/2023;;27;;;;;;;;;;
Carence;44023767500028;648860;NODECA;176  AV GILBERT MARTELLI;34200;SETE;SETE;34;Occitanie;1501;FD CGT COMMERCE;;05/04/2024;;37;;;;;;;;;;
Carence;38936188200035;213182;NORMAND SARL;900 AV DE LA SALAMANE;34800;BEZIERS;CLERMONT L HERAULT;34;Occitanie;;;;23/01/2023;;3258;;;;;;;;;;
Carence;48860196400031;51957;NOUT;22  RUE ROMANI;34170;MONTPELLIER;CASTELNAU-LE-LEZ;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;;04/01/2021;;17;;;;;;;;;;
Carence;40138443300041;710502;NOVAPHARM;310 RUE TERRE DE ROY;34740;MONTPELLIER;VENDARGUES;34;Occitanie;1555;FD CGT CHIMIE;;01/10/2024;;23;;;;;;;;;;
Carence;50219607400087;649315;OBJECTIF 54;30  RUE DE L INDUSTRIE;34500;BEZIERS;BEZIERS;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;;16/04/2024;;19;;;;;;;;;;
Carence;90030197900028;275640;O BURO MONTPELLIER;339 RUE JUGURTHA;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1539;FD CGT COMMERCE;;20/03/2023;;14;;;;;;;;;;
Carence;41946445800167;708075;OCEANIS DEVELOPPEMENT;125  RUE GILLES MARTINET;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1512;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;;06/09/2024;;9;;;;;;;;;;
Carence;44431652100129;272011;OFFICE DE TOURISME;ST GUILHEM LE DESERT VALLEE DE;34150;CLERMONT-L-HERAULT;GIGNAL;34;Occitanie;1909;FD CGT COMMERCE;;17/04/2023;;19;;;;;;;;;;
Carence;33068536300039;93418;OFFICE DE TOURISME DE MAUGUIO;CENTRE ADMINISTRATIF RUE DU  LECOURT;34130;LUNEL;MAUGUIO;34;Occitanie;1618;;;19/04/2022;;7;;;;;;;;;;
Carence;49431658100029;610327;OFFICE DE TOURISME ST GUILHEM VALLEE HERAULT;3 PARC D ACTIVITE CAMALCE;34150;CLERMONT-L-HERAULT;GIGNAC;34;Occitanie;1909;FD CGT COMMERCE;;04/02/2024;;14;;;;;;;;;;
Carence;77606889200012;23961;OGEC SAINT LOUIS SAINT CHARLES;5 BIS AVENUE D OCCITANIE;34680;MONTPELLIER;ST GEORGES D ORQUES;34;Occitanie;;;;13/04/2021;;49;;;;;;;;;;
Carence;38765648100018;591894;OMBRE ET CONFORT;ZONE ARTISANALE;34280;LUNEL;LA GRANDE MOTTE;34;Occitanie;1597;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;;29/01/2024;;11;;;;;;;;;;
Carence;75201113000024;19485;OMI SUD;15 ROUTE DES CHENES VERTS;34260;BÉDARIEUX;LA TOUR SUR ORB;34;Occitanie;1004;;;25/05/2021;;14;;;;;;;;;;
Carence;49099298900049;92117;OPTILIB;113  RUE RAYMOND RECOULY;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;2098;FD CGT SOCIETES D'ETUDE;;15/04/2022;;41;;;;;;;;;;
Carence;49099298900049;141255;OPTILIB;113  RUE RAYMOND RECOULY;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;2098;FD CGT SOCIETES D'ETUDE;;15/04/2022;;41;;;;;;;;;;
Carence;49396423300024;29528;OPTITEC;155  RUE DES BIGOS;34740;MONTPELLIER;VENDARGUES;34;Occitanie;1577;FD CGT TRAVAILLEURS DE LA METALLURGIE;;08/06/2021;;10;;;;;;;;;;
Carence;49396423300024;30236;OPTITEC;155  RUE DES BIGOS;34740;MONTPELLIER;VENDARGUES;34;Occitanie;1577;FD CGT TRAVAILLEURS DE LA METALLURGIE;;08/06/2021;;10;;;;;;;;;;
Carence;88004206400019;699877;ORCOM SERVICE;535 AVENUE ANDRE AMPERE;34170;MONTPELLIER;CASTELNAU LE LEZ;34;Occitanie;1596;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;;22/07/2024;;16;;;;;;;;;;
Carence;50188307800047;295;OROSYS;76  RUE DE LA MINE;34980;GANGES;SAINT-GELY-DU-FESC;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;;12/02/2021;;14;;;;;;;;;;
Carence;49278590200049;617704;OUEST SIGNALETIQUE SERVICES;175 RUE DE MASSACAN;34740;MONTPELLIER;VENDARGUES;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;;19/02/2024;;25;;;;;;;;;;
Carence;34368318100022;629795;OUVERTURE;6 RUE SAINT BARTHELEMY;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;9999;SANS FD;;11/03/2024;;43;;;;;;;;;;
Carence;80125705600029;763;OYAS ENVIRONNEMENT;174 B RTE D'ANIANE;34150;CLERMONT-L-HERAULT;SAINT-JEAN-DE-FOS;34;Occitanie;1558;FD CGT VERRRE ET CERAMIQUE;;15/01/2021;;0;;;;;;;;;;
Carence;50885473400045;101029;PANDA SERVICES MONTPELLIER;1350  AV ALBERT EINSTEIN;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;;11/05/2022;;14;;;;;;;;;;
Carence;50885473400045;102667;PANDA SERVICES MONTPELLIER;1350  AV ALBERT EINSTEIN;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;;11/05/2022;;14;;;;;;;;;;
Carence;52207812000014;325918;PATISSERIE GUILLAUME FRANCE;RTE DE MONTFERRIER;34830;MONTPELLIER;CLAPIERS;34;Occitanie;1267;FD CGT AGRO ALIMENTAIRE, FORET;;22/05/2023;;21;;;;;;;;;;
Carence;49956812900054;630;PATTE BLANCHE;19  AV DE TOULOUSE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;86;FD CGT FILPAC;;12/01/2021;;12;;;;;;;;;;
Carence;49956812900054;4238;PATTE BLANCHE;19  AV DE TOULOUSE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;86;FD CGT FILPAC;;12/01/2021;;12;;;;;;;;;;
Carence;53243427100013;40333;PAULHANDIS SARL;ZAE LA BARTHE;34230;AGDE PEZENAS;PAULHAN;34;Occitanie;;;;01/09/2021;;25;;;;;;;;;;
Carence;33031827000064;329173;PC SOFT INFORMATIQUE;3 RUE DE PUECH VILLA;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;;10/05/2023;;57;;;;;;;;;;
Carence;49228985500024;13067;PECHERIE CETTOISE;8  QUAI MAXIMIN LICCIARDI;34200;SETE;SETE;34;Occitanie;1504;FD CGT AGRO ALIMENTAIRE, FORET;;22/04/2021;;19;;;;;;;;;;
Carence;49228985500024;13886;PECHERIE CETTOISE;8  QUAI MAXIMIN LICCIARDI;34200;SETE;SETE;34;Occitanie;1504;FD CGT AGRO ALIMENTAIRE, FORET;;22/04/2021;;19;;;;;;;;;;
Carence;49228985500024;21206;PECHERIE CETTOISE;8  QUAI MAXIMIN LICCIARDI;34200;SETE;SETE;34;Occitanie;1504;FD CGT AGRO ALIMENTAIRE, FORET;;22/04/2021;;19;;;;;;;;;;
Carence;32274745200033;156837;PEINTURE INNOVA;24 RUE GUSTAVE EIFFEL;34290;AGDE PEZENAS;MONTBLANC;34;Occitanie;44;FD CGT CHIMIE;;23/09/2022;;0;;;;;;;;;;
Carence;38413542200044;557405;PEPINIERE SPORT ET PAYSAGE;ZAE DU MAS DE KLE;34110;MONTPELLIER;FRONTIGNAN;34;Occitanie;;;;06/06/2023;;0;;;;;;;;;;
Carence;40867650000023;378915;PEYRE PHILIPPE CONSTRUCTION;ZAE LA BARTHE;34230;AGDE PEZENAS;PAULHAN;34;Occitanie;1597;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;;20/06/2023;;25;;;;;;;;;;
Carence;79467225300026;747388;PHARMACIE AUBE ROUGE;500  RTE DE NIMES;34170;MONTPELLIER;CASTELNAU LE LEZ;34;Occitanie;1996;FD CGT CHIMIE;;29/11/2024;;18;;;;;;;;;;
Carence;49183617700015;713480;PHARMACIE DU MARCHE;4  RUE JEU DE BALLON;34190;GANGES;GANGES;34;Occitanie;1996;FD CGT CHIMIE;;17/09/2024;;15;;;;;;;;;;
Carence;44902071800010;20921;PHARMACIE DU POLYGONE;71  RUE DES PERTUISANES;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1996;FD CGT CHIMIE;;15/04/2021;;35;;;;;;;;;;
Carence;44902071800010;26499;PHARMACIE DU POLYGONE;71  RUE DES PERTUISANES;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1996;FD CGT CHIMIE;;15/04/2021;;35;;;;;;;;;;
Carence;44902071800010;39040;PHARMACIE DU POLYGONE;71  RUE DES PERTUISANES;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1996;FD CGT CHIMIE;;02/08/2021;;40;;;;;;;;;;
Carence;49194848500017;361308;PHARMACIE DU PROGRES;23 ALLEE PAUL RIQUET;34500;BEZIERS;BEZIERS;34;Occitanie;1996;FD CGT CHIMIE;;09/06/2023;;24;;;;;;;;;;
Carence;52840498100011;639612;PHARMACIE LES HERBES DE SAINT JEAN;ESPLANADE DE L'ORTET;34430;MONTPELLIER;ST JEAN DE VEDAS;34;Occitanie;1996;FD CGT CHIMIE;;01/03/2024;;11;;;;;;;;;;
Carence;52210895000026;537113;PHARMA NATURE;145  RUE DE LA MARBRERIE;34740;MONTPELLIER;VENDARGUES;34;Occitanie;3109;FD CGT AGRO ALIMENTAIRE, FORET;;04/12/2023;;49;;;;;;;;;;
Carence;83202953200013;440959;PHEOLIA;3 RUE DE LA FONTAINE;34670;LUNEL;BAILLARGUES;34;Occitanie;16;FD CGT TRANSPORT;;25/10/2023;;28;;;;;;;;;;
Carence;49317548300087;163429;PHILEA SOLUTIONS;3  RUE DE LA FONTAINE;34670;LUNEL;BAILLARGUES;34;Occitanie;16;FD CGT TRANSPORT;;31/10/2022;;25;;;;;;;;;;
Carence;48461331000024;495749;PHYSIOQUANTA;1 RUE DE LA GARRIGUE;34130;LUNEL;MUDAISON;34;Occitanie;9999;SANS FD;;28/11/2023;;28;;;;;;;;;;
Carence;38916147200011;475053;PICLOU;115  AV REPUBLIQUE DE MONTFERRAND;34270;GANGES;ST-MATHIEU-DE-TREVIERS;34;Occitanie;2216;FD CGT COMMERCE;;23/11/2023;;68;;;;;;;;;;
Carence;85227681500010;73644;PINON PERE & FILS;15 RUE DU MOULIN A HUI;34725;CLERMONT-L-HERAULT;SAINT ANDRE DE SANGONIS;34;Occitanie;1596;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;;14/03/2022;;18;;;;;;;;;;
Carence;82134733300022;39920;PLACE DU MARCHE;1  RUE DU PIC ST LOUP;34920;MONTPELLIER;LE CRES;34;Occitanie;2216;FD CGT COMMERCE;;31/08/2021;;17;;;;;;;;;;
Carence;48516365300036;579240;PLAN LOCAL POUR L'INSERTION ET L'EMPLOI EST HERAULTAIS;480  AV DES ABRIVADOS;34400;LUNEL;LUNEL;34;Occitanie;2190;FD CGT ORGANISMES SOCIAUX;;16/01/2024;;13;;;;;;;;;;
Carence;83093101000011;230475;PLATEFORME SERVICES;255 ALLEE DE LA MARQUEROSE;34430;MONTPELLIER;ST JEAN DE VEDAS;34;Occitanie;2128;FD CGT ORGANISMES SOCIAUX;;01/02/2023;;21;;;;;;;;;;
Carence;55292068800017;763010;POLYCLINIQUE DES 3 VALLEES;4 ROUTE DE SAINT PONS;34600;BÉDARIEUX;BEDARIEUX;34;Occitanie;2264;FD CGT SANTE, AS;;23/01/2024;;48;;;;;;;;;;
Carence;38406134700041;147571;POOL TECHNOLOGIE;115  RUE DE L'OLIVERAIE;34130;LUNEL;VALERGUES;34;Occitanie;1577;FD CGT TRAVAILLEURS DE LA METALLURGIE;;26/09/2022;;80;;;;;;;;;;
Carence;41478689700028;487474;PORTOVENERE SAS;285 RUE CLAUDE BALBASTRE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;3216;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;;14/11/2023;;17;;;;;;;;;;
Carence;43297389900011;497085;POUSSE CLANET ESPACES VERTS SA;AV DU MONTPELLIERET;34970;MONTPELLIER;LATTES;34;Occitanie;7018;;;28/11/2023;;39;;;;;;;;;;
Carence;75273400400043;33943;PRAXIS LANGUEDOC;501 RUE DENIS PAPIN;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3043;FD CGT PORTS ET DOCKS;;15/06/2021;;79;;;;;;;;;;
Carence;75273400400043;373178;PRAXIS LANGUEDOC;501 RUE DENIS PAPIN;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;3043;FD CGT PORTS ET DOCKS;;08/06/2023;;48;;;;;;;;;;
Carence;30705973300021;424280;PREMIER ACTE;17  AV DU GENERAL DE GAULLE;34570;CLERMONT-L-HERAULT;PIGNAN;34;Occitanie;2205;FD CGT SOCIETES D'ETUDE;;10/10/2023;;42;;;;;;;;;;
Carence;38012448700048;87921;PREMIERE CLASSE SARL HOTELS ET PRESPECTIVES;1  RUE DE L'ACROPOLE;34500;BEZIERS;VILLENEUVE-LES-BEZIERS;34;Occitanie;1979;FD CGT COMMERCE;;20/05/2022;;12;;;;;;;;;;
Carence;48914021000027;756526;PROFILS EMPLOIS;1  QUAI COMMANDANT REVEILLE;34300;AGDE PEZENAS;AGDE;34;Occitanie;1413;INTERIM;;20/12/2024;;130;;;;;;;;;;
Carence;48042761600010;389088;PROMEN;RUE DE LA JASSE;34440;BEZIERS;COLOMBIERS;34;Occitanie;3216;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;;19/07/2023;;28;;;;;;;;;;
Carence;81780488300020;414955;PROPIGNAN;ZAC SAINT-ESTEVE;34570;CLERMONT-L-HERAULT;PIGNAN;34;Occitanie;2216;FD CGT COMMERCE;;02/10/2023;;83;;;;;;;;;;
Carence;32794635600034;650937;PROTECMO;25 IMPASSE DES MILLEPERTUIS;34740;MONTPELLIER;VENDARGUES;34;Occitanie;3248;FD CGT TRAVAILLEURS DE LA METALLURGIE;;09/04/2024;;18;;;;;;;;;;
Carence;38905383600034;234920;PUIG &FILS;ZAE HORIZONS SUD;34110;MONTPELLIER;FRONTIGNAN;34;Occitanie;2216;FD CGT COMMERCE;;08/02/2023;;35;;;;;;;;;;
Carence;34238615800030;25993;PVB AVOCATS;215 RUE SAMUEL MORSE;34000;MONTPELLIER;MONTPELLIER;34;Occitanie;1000;FD CGT SOCIETES D'ETUDE;;07/05/2021;;27;;;;;;;;;;
Carence;63655001400048;663544;RAMOND ET CIE;ZONE INDUSTRIELLE SUD;34700;CLERMONT-L-HERAULT;LODEVE;34;Occitanie;3004;;;13/05/2024;;34;;;;;;;;;;
Carence;80868871700020;73214;RATIONAL CONSULTING;534 RUE MARIUS PETIPA;34080;MONTPELLIER;MONTPELLIER;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;;14/01/2021;;0;;;;;;;;;;
Carence;79055268100039;63103;RBS TRANSPORTS;150 RUE CLAUDE BALBASTRE;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;16;FD CGT TRANSPORT;;13/12/2021;;66;;;;;;;;;;
Carence;44419417900032;31371;REGALICE;110 IMPASSE LOUIS FERDINAND HEROLD;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1267;FD CGT AGRO ALIMENTAIRE, FORET;;18/08/2021;;11;;;;;;;;;;
Carence;44383227400031;618193;REGIE EMPLOIS SERVICES DU PAYS DE LUNEL;71  RUE DE L INDUSTRIE;34400;LUNEL;LUNEL;34;Occitanie;3105;FD CGT ORGANISMES SOCIAUX;;20/02/2024;;36;;;;;;;;;;
Carence;81474938800025;706058;RENOV FACADES 34;53 RUE ANDRE AMPERE;34570;CLERMONT-L-HERAULT;MONTARNAUD;34;Occitanie;1597;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;;16/09/2024;;24;;;;;;;;;;
Carence;83820900500035;590949;RESIDENCE SENIORS DES POETES;9 RUE DU TUNNEL;34500;BEZIERS;BEZIERS;34;Occitanie;2264;FD CGT SANTE, AS;;25/01/2024;;12;;;;;;;;;;
Carence;35124455300068;217232;ROXIM PROMOTION;ESPACE CLUB 7;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;1512;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;;27/01/2023;;12;;;;;;;;;;
Carence;82319549000037;17204;S2E CONSEIL;55 AVENUE CLEMENT ADER;34170;MONTPELLIER;CASTELNAU LE LEZ;34;Occitanie;1597;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;;10/05/2021;;0;;;;;;;;;;
Carence;41467928200056;336020;S.A.A.D DMR LES MIMOSAS;89 GRAND RUE;34470;MONTPELLIER;PEROLS;34;Occitanie;2941;FD CGT ORGANISMES SOCIAUX;;22/05/2023;;36;;;;;;;;;;
Carence;40428900100020;435728;S A AUXITANE PROPRETE;625  RUE DE LA CROIX VERTE;34090;MONTPELLIER;MONTPELLIER;34;Occitanie;3043;FD CGT PORTS ET DOCKS;;02/10/2023;;23;;;;;;;;;;
Carence;50394404300028;372962;SAINT AUNES SPORT DIFFUSION;RN 113;34130;LUNEL;SAINT-AUNES;34;Occitanie;1557;FD CGT COMMERCE;;22/06/2023;;37;;;;;;;;;;
Carence;79528300100027;102941;S.A.M.;39  RUE RENE FONCK;34130;LUNEL;MAUGUIO;34;Occitanie;1486;FD CGT SOCIETES D'ETUDE;;04/07/2022;;15;;;;;;;;;;
Carence;44515636700010;598558;SAMA DISTRIBUTION;10  RUE ALPHONSE DAUDET;34590;LUNEL;MARSILLARGUES;34;Occitanie;2216;FD CGT COMMERCE;;26/01/2024;;16;;;;;;;;;;
Carence;82456091600028;209739;SAMIL;RUE OLIVETTE GRANDE;34370;BEZIERS;MAUREILHAN;34;Occitanie;1597;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;;01/03/2023;;12;;;;;;;;;;
Carence;31954459900016;519203;SA MIRAS FRERES;480  AV ANDRE AMPERE;34170;MONTPELLIER;CASTELNAU LE LEZ;34;Occitanie;1597;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;;08/12/2023;;13;;;;;;;;;;
Carence;33284461200025;726947;SA PAGES;45 B RTE DE CORNEILHAN;34500;BEZIERS;BEZIERS;34;Occitanie;1597;FD CGT CONSTRUCTION, BOIS, AMEUBLEMENT;;04/11/2024;;41;;;;;;;;;;
Carence;42003580000028;44808;SAPHIR AUTOMOBILES - GROUPE CAPEL;31-32 RUE MARCEL CARNE;34970;MONTPELLIER;LATTES;34;Occitanie;1090;FD CGT TRAVAILLEURS DE LA METALLURGIE;;30/09/2021;;29;;;;;;;;;;
Carence;48010635000014;195034;SARIVIERE;AVENUE PAYSAGERE;34970;MONTPELLIER;LATTES;34;Occitanie;7018;;;14/11/2022;;21;;;;;;;;;;
Carence;75291609800029;71268;SARL 110 SERVICES;46 AVENUE PIERRE VENDRIER;34500;BEZIERS;BEZIERS;34;Occitanie;3127;FD CGT COMMERCE;;15/02/2022;;25;;;;;;;;;;
Carence;51985825200025;281124;SARL ACLEOS;2154 RUE GASTON BACHELARD;34070;MONTPELLIER;MONTPELLIER;34;Occitanie;1501;FD CGT COMMERCE;;16/05/2023;;21;;;;;;;;;;
